date_id,forward_returns,risk_free_rate,market_forward_excess_returns,PCA_M_1,PCA_M_2,PCA_M_3,PCA_M_4,PCA_M_5,PCA_M_6,PCA_M_7,PCA_M_8,PCA_M_9,PCA_M_10,PCA_E_1,PCA_E_2,PCA_E_3,PCA_E_5,PCA_E_6,PCA_E_7,PCA_E_8,PCA_E_9,PCA_E_10,PCA_I_1,PCA_I_3,PCA_I_4,PCA_I_6,PCA_P_1,PCA_P_2,PCA_P_3,PCA_P_4,PCA_P_5,PCA_P_6,PCA_P_7,PCA_P_8,PCA_P_10,PCA_V_1,PCA_V_2,PCA_V_3,PCA_V_4,PCA_V_5,PCA_V_7,PCA_V_8,PCA_V_9,PCA_V_10,PCA_S_2,PCA_S_3,PCA_S_5,PCA_S_8,PCA_S_9,PCA_S_10,PCA_D_4,PCA_D_6,ret_21,ret_63,z_price_63,dist_high_63,econ_change,term_spread
10,-0.0096873368524856,0.0003027777777777,-0.0103067451175469,-0.15227371614565022,-0.6156150963501016,-0.8058183503493009,-0.3429522301940762,-0.22425429688761855,-0.33372796265037424,0.16931658549171166,-0.1638278154710203,0.45304645496367146,-0.4423361661005106,0.26080419476974637,0.8019592204877894,1.1726340937972697,-0.702115549174277,0.2052179241720698,0.06280615793247615,0.5153439891151789,-0.0524500750513457,-0.05324562341018505,-0.1937127027277987,-0.4470822686444776,-0.20616175706800685,0.26046295003595543,0.11440645137290073,0.27364619356580433,-0.011969143414470208,-0.14497362058252006,-0.4818949517528528,-0.04927682703238915,0.28259614476162426,0.13317691719106015,0.11082612592748822,-0.24846313851105217,-0.9240965992293413,-0.27083689356295054,0.32132246700330164,0.5738951733141843,-0.18690157363091922,0.30443705021852524,-0.38058390024272365,0.2224805093001292,-0.2195841989954685,-0.30176182705234983,0.04763966888915844,-0.025087340680673063,-0.2189505703938616,-0.15823883582322523,0.2279718498572185,-0.9509586551128054,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0024601686972822,0.0003059523809523,0.0018378636068242,-0.1522702830347666,-0.6156166687011047,-0.8058211711003015,-0.34295045201300844,-0.2242532290198526,-0.33372616618998,0.16931804005177212,-0.1638275696579267,0.4530450481953081,-0.4423361740125772,0.2608222494607093,0.8019791079283993,1.1726332608922767,-0.7021229122937441,0.20522408162296182,0.06281726757229472,0.5153507850185637,-0.052449126777876824,-0.05324391302904084,-0.1937062692779229,-0.4470843599976482,-0.20616262286965295,0.2604634598021944,0.1144118558661285,0.27365162204898874,-0.011970522300337067,-0.14497276022857694,-0.48189636564535765,-0.0492791412450392,0.2825965339336194,0.13317777957262739,0.11082622296636761,-0.24845972167086416,-0.9240943762836921,-0.27083556791849134,0.3213248080547115,0.5738995647954089,-0.186902908482286,0.3044372785938097,-0.38058720966589765,0.22248084409060792,-0.21958327022684898,-0.3017624106393236,0.04763991499032433,-0.025087207784571065,-0.218950833883321,-0.15823918673065349,-0.25999492176887756,0.8966456727235484,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0029800163608739,0.0003087301587301,0.0023535842862889,-0.15227228889058209,-0.6156157087545988,-0.8058194904405217,-0.3429514594401506,-0.2242538638962672,-0.3337271592977595,0.16931717352571385,-0.16382771463989634,0.4530458560229524,-0.442336163654777,0.2608076273883104,0.8019638873745785,1.1726365538928707,-0.7021195564508951,0.2052195258664862,0.06280854952915328,0.515345087658038,-0.05244906027577736,-0.05324429208707504,-0.19371126060321814,-0.44708286419195653,-0.20616113214666618,0.2604627718325464,0.11440766310385375,0.27364750235910257,-0.011969505326036892,-0.14497357820606824,-0.4818958339987728,-0.04927748548519047,0.2825970012348773,0.1331772806594711,0.11082614070003563,-0.24846169341977356,-0.92409566368976,-0.2708363450417735,0.32132347416157936,0.5738970229136506,-0.18690213713449197,0.30443714682512224,-0.3805853057743249,0.22248065777742826,-0.21958382865984766,-0.30176206516260035,0.04763976310795371,-0.025087290961997594,-0.2189506526408231,-0.1582389876553351,0.05988219989852181,-0.0600106935207722,0.0,0.0,0.0,0.0,0.0,0.0
13,-0.025691814739295,0.0003071428571428,-0.0263159452265785,-0.15227324664429642,-0.6156154285986544,-0.8058187291886176,-0.34295202989980417,-0.2242541428189774,-0.333727697346505,0.1693167501342522,-0.16382777117666922,0.4530462481719762,-0.4423361473870897,0.26080832647500124,0.8019633444484979,1.1726327832905825,-0.702116191733178,0.2052192894547184,0.06280867445288997,0.5153457503466591,-0.05245027403001041,-0.05324558858554057,-0.19371134875917054,-0.4470826520559993,-0.20616221311506452,0.2604631388136314,0.11440763744709928,0.27364736171502163,-0.011969429881971031,-0.14497340535969996,-0.48189507547923804,-0.04927726788632159,0.28259592355184987,0.1331770443247301,0.11082616785640706,-0.24846267805409766,-0.9240962909888331,-0.27083674766692256,0.3213228071393651,0.5738957581574596,-0.1869017443531227,0.3044370875784526,-0.3805843755079826,0.2224805646116116,-0.21958409365132897,-0.30176188866258175,0.04763968879827051,-0.025087338324799636,-0.2189505878173743,-0.15823887305790382,0.06457068935149501,-0.8381563098115283,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0038268356852426,0.000306746031746,0.0032031813884354,-0.1522716886006599,-0.6156161032866222,-0.8058199978908396,-0.34295119560621085,-0.22425366440534603,-0.33372688754475416,0.16931742593170343,-0.16382767145262256,0.45304560650649267,-0.44233616132563935,0.26081613857328456,0.8019720999895655,1.1726327362669853,-0.7021196176709735,0.20522195057080106,0.06281345589079082,0.5153485310082948,-0.05244979715250066,-0.05324481538784793,-0.19370849117336575,-0.44708368409545945,-0.2061625074168797,0.26046338499549654,0.11440998514724973,0.2736497239474506,-0.011970021928428318,-0.14497301814481586,-0.48189574904931354,-0.04927828989001564,0.2825961897415063,0.13317745957316918,0.11082620240922872,-0.24846111329692386,-0.9240952741162181,-0.27083611297411736,0.321323866170575,0.5738977844279602,-0.1869023556157441,0.3044371872751546,-0.38058587859246124,0.22248071322625318,-0.21958366291719383,-0.30176216344348056,0.04763980659931515,-0.025087272883904794,-0.2189507069166442,-0.15823905225347934,0.011256948229446699,0.2932653086581913,0.0,0.0,0.0,0.0,0.0,0.0
15,-0.0039313795568262,0.000304365079365,-0.0045542005203001,-0.15227029310308787,-0.6156166714900221,-0.80582115614604,-0.3429504488919296,-0.22425324380970404,-0.33372615395349814,0.16931803084837407,-0.16382757720184538,0.4530450392666155,-0.4423361748031223,0.2608178989645902,0.8019752883475131,1.1726362250143034,-0.7021238950910867,0.20522291696951409,0.06281483079920214,0.5153489691221077,-0.052448350689576866,-0.05324329146003483,-0.19370759027274423,-0.4470839797106344,-0.20616169309840646,0.26046308852204,0.11441071727645835,0.2736505628952255,-0.01197030273718709,-0.14497309183155072,-0.48189665319623004,-0.04927880424379059,0.28259724872087205,0.13317774136633145,0.11082619390308152,-0.24845972329378052,-0.9240943823792853,-0.270835567827193,0.32132480741906155,0.5738995659103675,-0.18690290857511396,0.30443727968200457,-0.38058721031113535,0.22248084402235946,-0.21958327499988378,-0.30176240758394857,0.04763991124711348,-0.02508720930697606,-0.21895082966236654,-0.1582391813946255,-0.2353187601923514,0.8861452285473949,0.0,0.0,0.0,0.0,0.0,0.0
16,-0.0124985049635211,0.000304365079365,-0.0131199767206458,-0.15227361807097026,-0.6156151785522272,-0.8058183789643794,-0.34295219357587226,-0.22425424021105866,-0.3337278666142895,0.16931659059992976,-0.16382779605270065,0.4530463908590266,-0.4423361428342891,0.2608027718942883,0.8019580581510202,1.172635422890287,-0.702116180065939,0.20521767321093345,0.06280544372145111,0.5153433923554736,-0.052449801341877926,-0.05324526699464555,-0.19371310018633264,-0.447082224973348,-0.20616124798164945,0.2604627842880739,0.11440614140545896,0.2736459434462207,-0.011969079642452321,-0.14497377212135595,-0.48189514500885994,-0.04927678384610497,0.282596473878911,0.13317697025518696,0.11082612970339208,-0.24846303639483389,-0.9240964985618015,-0.27083683505920275,0.32132256954445126,0.5738953279140437,-0.1869015771669895,0.3044370535761666,-0.3805840373041371,0.22248052014578223,-0.2195841912493745,-0.30176183699439674,0.047639666665455827,-0.025087346986054738,-0.2189505439334837,-0.15823886695735703,0.2327852641453996,-0.816038036832846,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.0007267001756192,0.0003051587301587,-0.0013489655835376,-0.15227048995777834,-0.6156165363392729,-0.8058210067903059,-0.3429505529838149,-0.22425331003457877,-0.33372624652623734,0.16931794412101178,-0.16382758509343381,0.4530451053834583,-0.44233617510366474,0.26082130037516443,0.8019780618873332,1.1726332410621825,-0.7021225253534356,0.20522382758232802,0.06281670187212213,0.5153504542450439,-0.05244917720628337,-0.053244116661516974,-0.19370667720996634,-0.4470841819173203,-0.20616267797126017,0.26046342876868894,0.11441153316077309,0.2736512917739976,-0.011970473443325037,-0.14497281725802813,-0.4818963347339456,-0.04927896465312654,0.282596518401819,0.13317768953618314,0.11082622940479751,-0.24845991639178072,-0.924094512850222,-0.2708356450767686,0.3213246766308527,0.5738993121839733,-0.18690283558736315,0.30443726736729726,-0.3805870190869751,0.22248082519131174,-0.21958333120041829,-0.3017623662504239,0.047639902890700046,-0.02508721101132654,-0.2189508296350983,-0.15823914781727244,-0.206329637045867,0.7995401283214078,0.0,0.0,0.0,0.0,0.0,0.0
18,-0.0016968668565542,0.0003047619047619,-0.002319330677171,-0.1522731798107227,-0.6156154696846634,-0.8058187484082492,-0.3429519746000436,-0.22425410883322294,-0.33372768004082876,0.16931678909205675,-0.16382777582195077,0.4530462363278709,-0.44233614704979546,0.2608047451768534,0.8019602734145928,1.1726354522150302,-0.702117219350962,0.2052182743507571,0.06280666366297429,0.5153441577242026,-0.052449540524026866,-0.05324490544553416,-0.19371237187278223,-0.44708240638861146,-0.20616136899872556,0.26046280102984076,0.11440674949425311,0.2736465427027129,-0.011969248491460489,-0.1449736617730693,-0.4818953252857259,-0.0492770363471466,0.2825965666701627,0.13317704378254377,0.11082613599921008,-0.24846259740599735,-0.9240962243887612,-0.270836696700488,0.32132286014473116,0.5738958748562212,-0.1869017658054637,0.30443708910366263,-0.38058445002798785,0.22248057257777426,-0.21958406278388126,-0.3017619061696947,0.047639700467884113,-0.025087331938222147,-0.21895060631481608,-0.15823888659471946,0.1711305532740089,-0.530474189770956,0.0,0.0,0.0,0.0,0.0,0.0
19,-0.0066775936380744,0.0003071428571428,-0.0073020812682149,-0.15227077847396883,-0.6156163363462194,-0.8058207692360351,-0.34295068776960325,-0.22425339263486746,-0.33372639263899767,0.16931782842169943,-0.16382759799575008,0.4530452402309254,-0.4423361760990221,0.2608193355591111,0.8019760052763222,1.1726336171865057,-0.702121929476873,0.205223197706179,0.06281546556844834,0.5153495849659199,-0.05244924204581198,-0.053244217941551396,-0.19370728673756035,-0.44708405486327035,-0.2061624556558073,0.2604633602544255,0.1144109887215061,0.273650758349411,-0.011970313344724327,-0.14497290482546157,-0.4818961915498588,-0.04927877527473924,0.28259654673797946,0.13317765178616583,0.11082620228646883,-0.24846020408645253,-0.9240946987475868,-0.27083576124374026,0.3213244815533444,0.5738989298008373,-0.186902726211363,0.3044372455553303,-0.38058673173693547,0.2224807975664283,-0.2195834080331498,-0.30176232644529,0.04763988016217629,-0.02508722198479971,-0.21895079317685662,-0.15823912990944045,-0.21687047434202475,0.3866163360130179,0.0,0.0,0.0,0.0,0.0,0.0
20,0.019006294689238,0.0003071428571428,0.0183809737257641,-0.05428210079284756,-0.608155739133196,-0.7994587263522077,-0.355146466087425,-0.1871133252059527,-0.302401640774858,0.1557215425430041,-0.1248321107921228,0.591589668427051,-0.4552476214193625,0.3546631971081808,0.7497431737301588,1.2043029571523545,-0.743619601965331,0.20096544010960013,0.005258135465848084,0.45529143191809773,-0.0602614108780435,-0.01431820972334356,-0.12796779419305299,-0.44005364130929286,-0.1354514915303264,0.20557866429196306,0.16096164527639564,0.24567738462454916,0.11274004826846543,-0.13776342648571563,-0.497268356387349,-0.041406803933319206,0.30949481541052987,0.14107942279352892,0.1712032213459576,-0.1835813996428753,-0.940754420272479,-0.30278634975341023,0.3159054725679415,0.575166105202102,-0.16394537062375963,0.2999553685683174,-0.3695551389466779,0.20567964398490018,-0.2881889852047169,-0.3222395355378442,-0.06657724596356293,-0.10277035350581516,-0.13838734401379083,-0.23718085548109583,-0.03404886370991461,0.18900969229256176,0.0,0.0,0.0,0.0,0.0,0.0
21,-0.0007196833393307,0.0003071428571428,-0.0013449249377252,-3.2950395823581773,-0.9749270726486697,-1.3021025985558419,0.5798362717105048,1.0432847762618112,-0.056558875955801176,0.9719838947144686,0.07702774587570718,-0.28487957757426585,-0.4852432498958849,-3.1648726921204733,3.1093028609239184,0.11901730315352571,-0.48200732153481785,0.2136006939893514,0.690130444093585,0.9974650942292766,-0.09104461581944365,0.14209268739205327,-2.4405584594118155,-1.5180552149840143,-0.658174456190872,0.5103243373591217,-2.478988898034208,2.2297333864841593,-0.6596436437336258,0.7066113646845635,-0.3117037329892942,-0.35172531990226485,0.03253686300956674,0.015038853191802284,0.42466231025451023,-2.716876143996638,-0.22834613752295485,0.3515456952027925,0.7958428525939336,1.1297721905789277,-1.224872169325933,0.5440026762602174,-0.31425076110734623,0.2566489330295337,1.1624055293248325,-0.7919796451883739,0.7861486886104303,-0.08011490892211154,0.34223925470725025,-0.4321020824578459,0.05204267594649681,-1.5635119444745662,-6.264708080072623e-07,0.0,0.0,0.0,-2.2189314698940772e-08,-2.163255779369079
22,0.0066018485175849,0.0003079365079365,0.0059762497763332,2.3367073432900276,-0.320471244787353,-0.4071819030989594,-1.0445166832827937,-1.2656083050051172,-0.5580524479319005,-0.5349152661188767,-0.40905547394655367,0.9621334176635261,-0.4484938463861808,4.285767330038023,-1.8828214292142635,1.9741762111750074,-0.46498606473646753,0.24537447230041626,-0.5481463726977279,0.8241765166419179,-0.5811058431857676,-0.45588795004049154,2.4828453640764803,0.7641699292554336,-0.29694323868792516,-0.0533023243644655,3.221129464433352,-2.0198585951205295,0.5870962536451565,-1.2253248828511658,-0.4673316253990754,0.43055978701437314,-0.14579230838985702,0.21488068898855475,-0.01086589159159126,1.7742877414592484,-1.5176250943856944,-0.6784382521497312,0.00019093833126721923,0.05867696221603967,0.697589676576579,0.0776126025645924,-0.46873486304535444,0.3538903730415642,-1.3181582284437168,0.03765090749606283,-0.5205547952342392,0.06174254179139267,-0.7874762146871315,0.08874132347273947,-0.18408288789265154,1.6437232985920893,0.0,0.0,0.0,0.0,9.233675276627961e-09,1.087399412346985
23,0.0029811590746482,0.0003099206349206,0.0023540920794282,-3.0958881985800626,-0.9535202369477199,-1.281017112924949,0.5141876845216722,1.0272339609926746,-0.018775717191815706,0.9410739107654477,0.08977870437988025,-0.12709592451526153,-0.47879106317400205,-3.919184806286017,3.6415696211089243,0.19931889855994003,-0.825136451021123,0.18495391841139674,0.6919345803289758,0.40910947466300607,0.27423091399307836,0.3624168429903081,-2.9193678911001144,-1.7446856078075017,-0.2065991684132122,0.5086610455638809,-3.123452101087685,2.7049546419876926,-0.5251085873111928,0.9850897913343147,-0.4646222093414213,-0.4856928599913901,0.5645380025344864,0.09479757608734546,0.3795574154881482,-2.601459709053622,-0.2553948033107583,0.28646525852544097,0.7676093381151192,1.1248022972411946,-1.1830612063618609,0.5345138682300765,-0.32291978272948973,0.19702703095675406,1.0594430918563904,-0.7909933639474422,0.6430171916260387,-0.17194567508368772,0.41740702681978864,-0.500066649232705,0.15239496248858825,-0.1577499355256119,-3.579833509625985e-07,0.0,0.0,0.0,-1.4747326660121604e-08,-2.978465982486446
24,-0.0064796100344785,0.0003103174603174,-0.0071069944900159,2.7229439587264332,-0.28522336502061557,-0.35131011818277036,-1.1653890592767366,-1.3758966926096907,-0.5751540675698988,-0.601850272696015,-0.384225986598821,1.1305507493468359,-0.44026625767185085,4.625121436983311,-2.1343226549791807,2.1102883607455274,-0.5500872984246559,0.23029432411300266,-0.6199576428489684,0.7096238742059484,-0.5203915047800951,-0.4679302152530471,2.649826549710782,0.8449463924552616,-0.19774875489543262,-0.09387744943962764,3.446471792342416,-2.2055304928234123,0.6941981945449397,-1.2875833992620036,-0.49970560267461145,0.41827795281109675,-0.07398250646096137,0.18038285632835566,-0.008848824447508135,2.034665293171147,-1.5802087319271325,-0.7921922030485484,-0.08081629393660168,0.02880256336341737,0.792022801762027,0.06973922452065442,-0.4586171041880149,0.27352551119339774,-1.5048474390877753,0.0939329185368913,-0.6619783343730647,0.007287125520367647,-0.7730762473180721,0.08090999788825763,-0.26599089726525393,1.3859751437439578,8.949562158022674e-08,0.0,0.0,0.0,1.0565244814512041e-08,1.1151019645676503
